Millis,ID,B0,B1,B2,B3,B4,B5,B6,B7
87691,540,7,90,0,0c,a0,0,,
87692,508,0,0,0,0,3,,,
87692,509,ac,5,f5,1,5d,3,,
87692,538,0,0,aa,2,98,2,0,2
87693,548,0e,d0,0,93,c0,0,,
87693,524,0,0,0,0,5,0,5,9
87694,500,4,,,,,,,
87694,513,0,0,0,0,,,,
87696,568,18,,,,,,,
87698,504,0,1a,1,,,,,
87701,544,0a,90,0,7,30,5,,
87701,512,0,0,0,0,,,,
87702,534,48,8,,,,,,
87703,56c,18,,,,,,,
87705,500,4,,,,,,,
87706,520,0,9,5,5,3,5,5,4
87708,52c,0,,,,,,,
87709,504,0,1a,1,,,,,
87712,50c,82,5,1,,,,,
87716,500,4,,,,,,,
87720,504,0,1a,1,,,,,
87720,513,0,0,0,0,,,,
87721,510,78,5,0,,,,,
87722,55c,18,,,,,,,
87724,534,48,8,,,,,,
87725,512,0,0,0,0,,,,
87725,54c,0c,c0,0,0c,90,0,,
87727,500,4,,,,,,,
87730,564,17,,,,,,,
87731,504,0,1a,1,,,,,
87735,528,0,,,,,,,
87738,500,4,,,,,,,
87738,554,0,0,0,0,,,,
87742,504,0,1a,1,,,,,
87743,508,0,0,0,0,3,,,
87743,509,ac,5,f4,1,5d,3,,
87743,538,0,0,aa,2,98,2,0,2
87743,540,7,90,0,0b,a0,0,,
87743,514,0,4,0,,,,,
87744,548,0e,c0,0,8b,c0,0,,
87747,524,0,0,0,0,5,0,5,9
87747,534,4a,8,,,,,,
87747,513,0,0,0,0,,,,
87749,500,4,,,,,,,
87750,544,0a,90,0,8,30,5,,
87751,512,0,0,0,0,,,,
87753,504,0,1a,1,,,,,
87758,520,0,9,5,5,3,5,5,4
87760,500,4,,,,,,,
87760,560,17,,,,,,,
87763,50c,80,5,1,,,,,
87764,504,0,1a,1,,,,,
87766,534,48,8,,,,,,
87771,500,4,,,,,,,
87772,513,0,0,0,0,,,,
87775,504,0,1a,1,,,,,
87777,512,0,0,0,0,,,,
87777,54c,0c,c0,0,0c,90,0,,
87782,500,4,,,,,,,
87786,504,0,1a,1,,,,,
87789,534,48,8,,,,,,
87793,500,4,,,,,,,
87794,508,0,0,0,0,3,,,
87794,509,aa,5,f5,1,60,3,,
87794,538,0,0,aa,2,98,2,3,2
87795,540,7,90,0,0c,b0,0,,
87796,548,0e,d0,0,a1,c0,0,,
87796,524,0,0,0,0,5,0,5,9
87797,504,0,1a,1,,,,,
87798,513,0,0,0,0,,,,
87805,544,0a,90,0,8,30,5,,
87805,512,0,0,0,0,,,,
87805,500,4,,,,,,,
87808,504,0,1a,1,,,,,
87808,52c,0,,,,,,,
87810,520,0,9,5,5,3,5,5,4
87810,534,53,8,,,,,,
87814,50c,71,5,1,,,,,
87815,500,4,,,,,,,
87819,504,0,1a,1,,,,,
87822,510,77,5,0,,,,,
87824,513,0,0,0,0,,,,
87826,500,4,,,,,,,
87829,54c,0c,c0,0,0c,90,0,,
87829,512,0,0,0,0,,,,
87830,504,0,1a,1,,,,,
87831,534,49,8,,,,,,
87831,564,17,,,,,,,
87837,528,0,,,,,,,
87837,500,4,,,,,,,
87841,504,0,1a,1,,,,,
87844,514,0,4,0,,,,,
87845,538,0,0,aa,2,98,2,3,2
87845,509,ad,5,f4,1,60,3,,
87845,508,0,0,0,0,3,,,
87846,540,7,90,0,0b,b0,0,,
87847,548,0e,d0,0,88,c0,0,,
87848,524,0,0,0,0,5,0,5,9
87848,500,4,,,,,,,
87850,513,0,0,0,0,,,,
87853,504,0,1a,1,,,,,
87853,544,0a,90,0,8,30,5,,
87855,534,45,8,,,,,,
87855,512,0,0,0,0,,,,
87858,550,17,17,17,0,,,,
87858,500,4,,,,,,,
87860,520,0,9,5,5,3,5,5,4
87863,504,0,1a,1,,,,,
87865,50c,5e,5,1,,,,,
87870,500,4,,,,,,,
87874,504,0,1a,1,,,,,
87875,534,52,8,,,,,,
87876,570,17,,,,,,,
87876,513,0,0,0,0,,,,
87880,54c,0c,c0,0,0c,90,0,,
87880,500,4,,,,,,,
87881,512,0,0,0,0,,,,
87885,504,0,1a,1,,,,,
87892,500,4,,,,,,,
87895,534,48,8,,,,,,
87898,538,0,0,aa,2,98,2,5,2
87898,509,ab,5,f5,1,64,3,,
87898,504,0,1a,1,,,,,
87898,508,0,0,1,0,3,,,
87898,568,18,,,,,,,
87899,540,8,a0,0,0c,b0,0,,
87899,548,0f,d0,0,a6,c0,0,,
87899,524,0,0,0,0,5,0,5,9
87902,513,0,0,0,0,,,,
87903,500,4,,,,,,,
87905,56c,18,,,,,,,
87905,544,0a,90,0,8,30,5,,
87907,512,0,0,0,0,,,,
87907,504,0,1a,1,,,,,
87911,52c,0,,,,,,,
87912,520,0,9,5,5,3,5,5,4
87913,500,4,,,,,,,
87916,50c,40,5,1,,,,,
87917,534,49,8,,,,,,
87918,504,0,1a,1,,,,,
87923,55c,18,,,,,,,
87923,510,78,5,0,,,,,
87924,500,4,,,,,,,
87928,513,0,0,0,0,,,,
87929,504,0,1a,1,,,,,
87932,54c,0c,c0,0,0c,90,0,,
87932,564,17,,,,,,,
87933,512,0,0,0,0,,,,
87935,500,4,,,,,,,
87937,528,0,,,,,,,
87940,534,51,8,,,,,,
87940,554,0,0,0,0,,,,
87940,504,0,1a,1,,,,,
87945,514,0,4,0,,,,,
87947,508,0,0,1,0,3,,,
87947,509,ad,5,f4,1,64,3,,
87947,500,4,,,,,,,
87947,538,0,0,aa,2,98,2,5,2
87950,540,7,90,0,0c,b0,0,,
87950,548,0f,d0,0,8b,c0,0,,
87953,524,0,0,0,0,5,0,5,9
87953,504,0,1a,1,,,,,
87954,513,0,0,0,0,,,,
87955,544,0a,90,0,8,30,5,,
87957,500,4,,,,,,,
87959,512,0,0,0,0,,,,
87959,534,47,8,,,,,,
87961,560,17,,,,,,,
87962,520,0,9,5,5,3,5,5,4
87962,504,0,1a,1,,,,,
87967,50c,34,5,1,,,,,
87968,500,4,,,,,,,
87973,504,0,1a,1,,,,,
87979,500,4,,,,,,,
87980,513,0,0,0,0,,,,
87982,534,49,8,,,,,,
87983,54c,0c,c0,0,0c,90,0,,
87984,504,0,1a,1,,,,,
87985,512,0,0,0,0,,,,
87990,500,4,,,,,,,
87995,504,0,1a,1,,,,,
87998,508,0,0,5,0,3,,,
87998,509,aa,5,f5,1,65,3,,
87998,538,0,0,aa,2,98,2,0a,2
88001,540,8,90,0,0c,b0,0,,
88002,548,0f,d0,0,a0,c0,0,,
88002,500,4,,,,,,,
88002,524,0,0,0,0,5,0,5,9
88004,534,52,8,,,,,,
88006,504,0,1a,1,,,,,
88009,513,0,0,0,0,,,,
88010,544,0a,90,0,8,30,5,,
88011,512,0,0,0,0,,,,
88012,500,4,,,,,,,
88013,52c,0,,,,,,,
88013,520,0,9,5,5,3,5,5,4
88017,504,0,1a,1,,,,,
88018,50c,26,5,1,,,,,
88023,500,4,,,,,,,
88024,534,48,8,,,,,,
88027,510,78,5,0,,,,,
88028,504,0,1a,1,,,,,
88032,513,0,0,0,0,,,,
88033,564,17,,,,,,,
88034,54c,0c,c0,0,0c,90,0,,
88034,500,4,,,,,,,
88037,512,0,0,0,0,,,,
88039,504,0,1a,1,,,,,
88039,528,0,,,,,,,
88045,500,4,,,,,,,
88048,534,47,8,,,,,,
88048,514,0,4,0,,,,,
88049,538,0,0,aa,2,98,2,0a,2
88049,509,af,5,f4,1,65,3,,
88049,508,0,0,57,0,3,,,
88050,504,0,1a,1,,,,,
88053,548,0e,d0,0,94,c0,0,,
88053,524,0,0,0,0,5,0,5,9
88053,540,7,90,0,0c,b0,0,,
88057,500,4,,,,,,,
88059,544,0a,90,0,8,30,5,,
88060,513,0,0,0,0,,,,
88060,550,17,17,17,0,,,,
88061,504,0,1a,1,,,,,
88063,512,0,0,0,0,,,,
88065,520,0,9,5,5,3,5,5,4
88067,500,4,,,,,,,
88068,534,50,8,,,,,,
88069,50c,27,5,1,,,,,
88072,504,0,1a,1,,,,,
88077,570,17,,,,,,,
88078,500,4,,,,,,,
88083,504,0,1a,1,,,,,
88084,513,0,0,0,0,,,,
88086,54c,0c,c0,0,0c,90,0,,
88088,534,48,8,,,,,,
88089,512,0,0,0,0,,,,
88089,500,4,,,,,,,
88094,504,0,1a,1,,,,,
88098,568,18,,,,,,,
88100,508,0,0,a4,0,3,,,
88101,509,ab,5,f5,1,64,3,,
88101,538,0,0,aa,2,98,2,0c,2
88101,500,4,,,,,,,
88103,540,7,90,0,0c,b0,0,,
88104,548,0f,d0,0,92,c0,0,,
88105,524,0,0,0,0,5,0,5,9
88105,504,0,1a,1,,,,,
88105,56c,18,,,,,,,
88109,544,0a,90,0,7,30,5,,
88111,534,48,8,,,,,,
88112,513,0,0,0,0,,,,
88112,500,4,,,,,,,
88114,52c,0,,,,,,,
88115,512,0,0,0,0,,,,
88116,504,0,1a,1,,,,,
88117,520,0,9,5,5,3,5,5,4
88120,50c,2c,5,1,,,,,
88122,500,4,,,,,,,
88124,55c,18,,,,,,,
88126,510,78,5,0,,,,,
88127,504,0,1a,1,,,,,
88133,534,50,8,,,,,,
88133,500,4,,,,,,,
88134,564,17,,,,,,,
88136,513,0,0,0,0,,,,
88138,54c,0c,c0,0,0c,90,0,,
88138,504,0,1a,1,,,,,
88140,554,0,0,0,0,,,,
88141,528,0,,,,,,,
88144,512,0,0,0,0,,,,
88144,500,4,,,,,,,
88147,514,0,4,0,,,,,
88149,504,0,1a,1,,,,,
88151,508,0,0,d1,0,3,,,
88151,509,ae,5,f4,1,64,3,,
88151,538,0,0,aa,2,aa,2,0c,2
88153,534,48,8,,,,,,
88155,540,7,90,0,0c,b0,0,,
88155,500,4,,,,,,,
88158,548,0f,d0,0,9b,c0,0,,
88158,524,0,0,0,0,5,0,5,9
88160,504,0,1a,1,,,,,
88160,544,0a,90,0,7,20,5,,
88162,560,17,,,,,,,
88162,513,0,0,0,0,,,,
88167,500,4,,,,,,,
88167,520,0,9,5,5,3,5,5,4
88167,512,0,0,0,0,,,,
88171,50c,2a,5,1,,,,,
88176,504,0,1a,1,,,,,
88176,534,49,8,,,,,,
88177,500,4,,,,,,,
88182,504,0,1a,1,,,,,
88188,500,4,,,,,,,
88188,513,0,0,0,0,,,,
88190,54c,0b,c0,0,0c,90,0,,
88193,512,0,0,0,0,,,,
88193,504,0,1a,1,,,,,
88197,534,48,8,,,,,,
88199,500,4,,,,,,,
88202,508,0,0,d7,0,3,,,
88202,509,ab,5,f5,1,65,3,,
88202,538,0,0,aa,2,aa,2,0d,2
88204,504,0,1a,1,,,,,
88205,540,7,a0,0,0c,b0,0,,
88207,548,0f,d0,0,90,c0,0,,
88207,524,0,0,0,0,5,0,5,9
88210,500,4,,,,,,,
88212,544,0a,90,0,8,30,5,,
88214,513,0,0,0,0,,,,
88215,504,0,1a,1,,,,,
88216,52c,0,,,,,,,
88217,534,47,8,,,,,,
88219,520,0,9,5,5,3,5,5,4
88219,512,0,0,0,0,,,,
88221,500,4,,,,,,,
88222,50c,28,5,1,,,,,
88226,504,0,1a,1,,,,,
88227,510,78,5,0,,,,,
88232,500,4,,,,,,,
88235,564,17,,,,,,,
88237,504,0,1a,1,,,,,
88239,534,49,8,,,,,,
88240,513,0,0,0,0,,,,
88242,54c,0c,c0,0,0c,90,0,,
88243,500,4,,,,,,,
88243,528,0,,,,,,,
88245,512,0,0,0,0,,,,
88248,514,0,4,0,,,,,
88251,504,0,1a,1,,,,,
88253,508,0,0,d9,0,3,,,
88253,509,ae,5,f4,1,65,3,,
88253,538,0,0,aa,2,aa,2,0d,2
88254,500,4,,,,,,,
88257,540,7,90,0,0b,b0,0,,
88259,548,0f,d0,0,a8,c0,0,,
88259,524,0,0,0,0,5,0,5,9
88260,504,0,1a,1,,,,,
88261,550,17,17,17,0,,,,
88263,534,47,8,,,,,,
88264,544,0a,90,0,8,30,5,,
88265,500,4,,,,,,,
88266,513,0,0,0,0,,,,
88269,520,0,9,5,5,3,5,5,4
88271,512,0,0,0,0,,,,
88271,504,0,1a,1,,,,,
88273,50c,2b,5,1,,,,,
88276,500,4,,,,,,,
88278,570,17,,,,,,,
88282,504,0,1a,1,,,,,
88282,534,48,8,,,,,,
88287,500,4,,,,,,,
88292,513,0,0,0,0,,,,
88293,504,0,1a,1,,,,,
88294,54c,0c,c0,0,0c,90,0,,
88297,512,0,0,0,0,,,,
88298,500,4,,,,,,,
88299,568,18,,,,,,,
88304,508,0,0,d8,0,3,,,
88307,509,ac,5,f5,1,64,3,,
88307,504,0,1a,1,,,,,
88307,534,4b,8,,,,,,
88307,538,0,0,aa,2,aa,2,0e,2
88307,56c,18,,,,,,,
88308,540,7,90,0,0b,a0,0,,
88309,500,4,,,,,,,
88311,548,0f,d0,0,8a,c0,0,,
88311,524,0,0,0,0,5,0,5,9
88314,544,0a,90,0,7,30,5,,
88316,504,0,1a,1,,,,,
88318,52c,0,,,,,,,
88320,513,0,0,0,0,,,,
88320,500,4,,,,,,,
88320,520,0,9,5,5,3,5,5,4
88323,512,0,0,0,0,,,,
88324,50c,31,5,1,,,,,
88325,55c,18,,,,,,,
88326,534,47,8,,,,,,
88326,504,0,1a,1,,,,,
88329,510,77,5,0,,,,,
88331,500,4,,,,,,,
88336,564,17,,,,,,,
88337,504,0,1a,1,,,,,
88341,554,0,0,0,0,,,,
88342,500,4,,,,,,,
88345,528,0,,,,,,,
88345,54c,0c,c0,0,0c,90,0,,
88345,513,0,0,0,0,,,,
88346,534,48,8,,,,,,
88349,504,0,1a,1,,,,,
88349,512,0,0,0,0,,,,
88349,514,0,4,0,,,,,
88353,500,4,,,,,,,
88355,508,0,0,da,0,3,,,
88356,509,ad,5,f4,1,64,3,,
88356,538,0,0,aa,2,aa,2,0e,2
88359,504,0,1a,1,,,,,
88360,540,8,a0,0,0c,b0,0,,
88362,548,0f,d0,0,a7,c0,0,,
88364,524,0,0,0,0,5,0,5,9
88364,560,17,,,,,,,
88365,500,4,,,,,,,
88365,544,0a,90,0,7,20,5,,
88368,534,4b,8,,,,,,
88370,504,0,1a,1,,,,,
88371,513,0,0,0,0,,,,
88372,520,0,9,5,5,3,5,5,4
88375,500,4,,,,,,,
88375,50c,3f,5,1,,,,,
88378,512,0,0,0,0,,,,
88381,504,0,1a,1,,,,,
88386,500,4,,,,,,,
88390,534,47,8,,,,,,
88392,504,0,1a,1,,,,,
88397,54c,0c,c0,0,0c,90,0,,
88397,500,4,,,,,,,
88397,513,0,0,0,0,,,,
88401,512,0,0,0,0,,,,
88403,504,0,1a,1,,,,,
88406,508,0,0,d9,0,3,,,
88406,509,ad,5,f5,1,64,3,,
88406,538,0,0,aa,2,aa,2,0f,2
88408,500,4,,,,,,,
88410,540,7,90,0,0c,b0,0,,
88410,534,48,8,,,,,,
88413,548,0f,d0,0,90,c0,0,,
88414,524,0,0,0,0,5,0,5,9
88414,504,0,1a,1,,,,,
88417,544,0a,90,0,8,30,5,,
88420,500,4,,,,,,,
88420,52c,0,,,,,,,
88423,513,0,0,0,0,,,,
88424,520,0,9,5,5,3,5,5,4
88425,504,0,1a,1,,,,,
88426,50c,5c,5,1,,,,,
88427,512,0,0,0,0,,,,
88430,500,4,,,,,,,
88430,510,78,5,0,,,,,
88433,534,52,8,,,,,,
88436,504,0,1a,1,,,,,
88437,564,17,,,,,,,
88441,500,4,,,,,,,
88445,528,0,,,,,,,
88447,504,0,1a,1,,,,,
88449,54c,0c,c0,0,0c,90,0,,
88449,513,0,0,0,0,,,,
88450,514,0,4,0,,,,,
88452,500,4,,,,,,,
88453,512,0,0,0,0,,,,
88456,534,48,8,,,,,,
88457,508,0,0,da,0,3,,,
88457,509,ad,5,f4,1,64,3,,
88457,538,0,0,aa,2,aa,2,0f,2
88458,504,0,1a,1,,,,,
88461,550,17,17,17,0,,,,
88461,540,7,90,0,0c,b0,0,,
88463,500,4,,,,,,,
88465,548,0f,d0,0,96,c0,0,,
88465,524,0,0,0,0,5,0,5,9
88468,544,0a,90,0,8,30,5,,
88469,504,0,1a,1,,,,,
88474,500,4,,,,,,,
88475,520,0,9,5,5,3,5,5,4
88475,534,48,8,,,,,,
88475,513,0,0,0,0,,,,
88477,50c,6c,5,1,,,,,
88479,512,0,0,0,0,,,,
88479,570,17,,,,,,,
88480,504,0,1a,1,,,,,
88484,500,4,,,,,,,
88491,504,0,1a,1,,,,,
88496,500,4,,,,,,,
88497,534,51,8,,,,,,
88500,568,18,,,,,,,
88501,54c,0c,c0,0,0c,90,0,,
88501,513,0,0,0,0,,,,
88502,504,0,1a,1,,,,,
88505,512,0,0,0,0,,,,
88507,500,4,,,,,,,
88509,56c,18,,,,,,,
88510,508,0,0,d9,0,3,,,
88510,509,ae,5,f5,1,64,3,,
88511,538,0,0,aa,2,aa,2,0f,2
88513,504,0,1a,1,,,,,
88513,540,7,90,0,0c,b0,0,,
88516,548,0e,d0,0,a0,c0,0,,
88516,524,0,0,0,0,5,0,5,9
88517,534,47,8,,,,,,
88517,500,4,,,,,,,
88520,52c,0,,,,,,,
88520,544,0a,90,0,8,30,5,,
88524,504,0,1a,1,,,,,
88526,55c,18,,,,,,,
88527,520,0,9,5,5,3,5,5,4
88527,513,0,0,0,0,,,,
88528,50c,7d,5,1,,,,,
88528,500,4,,,,,,,
88531,510,77,5,0,,,,,
88531,512,0,0,0,0,,,,
88535,504,0,1a,1,,,,,
88538,564,17,,,,,,,
88539,534,48,8,,,,,,
88539,500,4,,,,,,,
88542,554,0,0,0,0,,,,
88546,528,0,,,,,,,
88546,504,0,1a,1,,,,,
88551,500,4,,,,,,,
88551,514,0,4,0,,,,,
88553,54c,0c,c0,0,0c,90,0,,
88556,513,0,0,0,0,,,,
88557,512,0,0,0,0,,,,
88557,504,0,1a,1,,,,,
88559,538,0,0,aa,2,aa,2,0f,2
88559,509,ae,5,f4,1,64,3,,
88559,508,0,0,d8,0,3,,,
88561,534,50,8,,,,,,
88561,500,4,,,,,,,
88564,560,17,,,,,,,
88565,540,7,90,0,0c,b0,0,,
88568,548,0f,d0,0,8c,c0,0,,
88568,504,0,1a,1,,,,,
88568,524,0,0,0,0,5,0,5,9
88572,544,0a,90,0,8,30,5,,
88572,500,4,,,,,,,
88577,520,0,9,5,5,3,5,5,4
88579,50c,7b,5,1,,,,,
88579,504,0,1a,1,,,,,
88579,513,0,0,0,0,,,,
88582,534,46,8,,,,,,
88585,512,0,0,0,0,,,,
88585,500,4,,,,,,,
88590,504,0,1a,1,,,,,
88594,500,4,,,,,,,
88601,504,0,1a,1,,,,,
88604,534,47,8,,,,,,
88605,54c,0c,c0,0,0c,90,0,,
88605,513,0,0,0,0,,,,
88606,500,4,,,,,,,
88609,512,0,0,0,0,,,,
88612,508,0,0,d1,0,3,,,
88612,509,ad,5,f4,1,64,3,,
88612,538,0,0,aa,2,aa,2,0f,2
88612,504,0,1a,1,,,,,
88616,540,7,90,0,0b,b0,0,,
88616,500,4,,,,,,,
88620,548,0f,d0,0,a6,c0,0,,
88620,524,0,0,0,0,5,0,5,9
88622,52c,0,,,,,,,
88623,504,0,1a,1,,,,,
88625,544,0a,90,0,8,40,5,,
88626,534,50,8,,,,,,
88627,500,4,,,,,,,
88629,520,0,9,5,5,3,5,5,4
88630,50c,7a,5,1,,,,,
88631,513,0,0,0,0,,,,
88633,510,77,5,0,,,,,
88634,504,0,1a,1,,,,,
88635,512,0,0,0,0,,,,
88638,500,4,,,,,,,
88641,564,17,,,,,,,
88645,504,0,1a,1,,,,,
88648,528,0,,,,,,,
88648,534,48,8,,,,,,
88649,500,4,,,,,,,
88652,514,0,4,0,,,,,
88656,54c,0c,c0,0,0c,90,0,,
88656,504,0,1a,1,,,,,
88657,513,0,0,0,0,,,,
88661,500,4,,,,,,,
88664,538,0,0,aa,2,aa,2,0f,2
88664,509,ae,5,f4,1,64,3,,
88665,508,0,0,c8,0,3,,,
88665,512,0,0,0,0,,,,
88665,550,17,17,17,0,,,,
88667,504,0,1a,1,,,,,
88668,540,7,90,0,0c,b0,0,,
88668,534,48,8,,,,,,
88671,548,0f,d0,0,8d,c0,0,,
88671,524,0,0,0,0,5,0,5,9
88673,500,4,,,,,,,
88675,544,0a,90,0,7,20,5,,
88678,504,0,1a,1,,,,,
88679,520,0,9,5,5,3,5,5,4
88680,570,17,,,,,,,
88681,50c,7b,5,1,,,,,
88682,500,4,,,,,,,
88683,513,0,0,0,0,,,,
88687,512,0,0,0,0,,,,
88689,504,0,1a,1,,,,,
88692,534,4b,8,,,,,,
88693,500,4,,,,,,,
88700,504,0,1a,1,,,,,
88701,568,18,,,,,,,
88704,500,4,,,,,,,
88708,54c,0c,c0,0,0c,90,0,,
88708,56c,18,,,,,,,
88709,513,0,0,0,0,,,,
88711,504,0,1a,1,,,,,
88712,534,47,8,,,,,,
88714,508,0,0,b8,0,3,,,
88714,509,ac,5,f4,1,64,3,,
88714,538,0,0,aa,2,aa,2,0f,2
88715,512,0,0,0,0,,,,
88716,500,4,,,,,,,
88720,540,7,90,0,0c,b0,0,,
88722,504,0,1a,1,,,,,
88722,548,0e,d0,0,a6,c0,0,,
88723,524,0,0,0,0,5,0,5,9
88724,52c,0,,,,,,,
88727,500,4,,,,,,,
88727,544,0a,90,0,7,30,5,,
88727,55c,18,,,,,,,
88732,50c,7e,5,1,,,,,
88733,504,0,1a,1,,,,,
88733,520,0,9,5,5,3,5,5,4
88734,534,48,8,,,,,,
88734,510,76,5,0,,,,,
88735,513,0,0,0,0,,,,
88737,500,4,,,,,,,
88740,512,0,0,0,0,,,,
88740,564,17,,,,,,,
88743,554,0,0,0,0,,,,
88744,504,0,1a,1,,,,,
88748,528,0,,,,,,,
88748,500,4,,,,,,,
88753,514,0,4,0,,,,,
88755,534,47,8,,,,,,
88755,504,0,1a,1,,,,,
88759,500,4,,,,,,,
88762,54c,0c,c0,0,0c,90,0,,
88762,513,0,0,0,0,,,,
88763,508,0,0,af,0,3,,,
88763,509,ac,5,f5,1,64,3,,
88763,538,0,0,aa,2,aa,2,0f,2
88765,512,0,0,0,0,,,,
88765,560,17,,,,,,,
88766,504,0,1a,1,,,,,
88771,500,4,,,,,,,
88771,540,8,a0,0,0c,b0,0,,
88776,548,0e,d0,0,93,c0,0,,
88777,524,0,0,0,0,5,0,5,9
88777,534,47,8,,,,,,
88777,504,0,1a,1,,,,,
88778,544,0a,90,0,7,30,5,,
88781,500,4,,,,,,,
88783,50c,89,5,1,,,,,
88785,520,0,9,5,5,3,5,5,4
88787,513,0,0,0,0,,,,
88788,504,0,1a,1,,,,,
88791,512,0,0,0,0,,,,
88792,500,4,,,,,,,
88797,534,49,8,,,,,,
88799,504,0,1a,1,,,,,
88803,500,4,,,,,,,
88810,504,0,1a,1,,,,,
88810,54c,0c,c0,0,0c,90,0,,
88813,513,0,0,0,0,,,,
88814,508,0,0,a1,0,3,,,
88814,509,ac,5,f4,1,64,3,,
88817,500,4,,,,,,,
88817,538,0,0,aa,2,aa,2,0f,2
88818,512,0,0,0,0,,,,
88819,534,48,8,,,,,,
88821,504,0,1a,1,,,,,
88823,540,8,90,0,0c,b0,0,,
88825,548,0f,d0,0,95,c0,0,,
88825,524,0,0,0,0,5,0,5,9
88825,52c,0,,,,,,,
88826,500,4,,,,,,,
88830,544,0b,90,0,8,30,5,,
88832,504,0,1a,1,,,,,
88834,50c,90,5,1,,,,,
88835,510,78,5,0,,,,,
88836,500,4,,,,,,,
88837,520,0,9,5,5,3,5,5,4
88839,513,0,0,0,0,,,,
88841,534,48,8,,,,,,
88841,564,17,,,,,,,
88843,512,0,0,0,0,,,,
88846,504,0,1a,1,,,,,
88847,500,4,,,,,,,
88849,528,0,,,,,,,
88854,504,0,1a,1,,,,,
88854,514,0,4,0,,,,,
88858,500,4,,,,,,,
88861,534,49,8,,,,,,
88862,54c,0c,c0,0,0c,90,0,,
88864,550,17,17,17,0,,,,
88865,508,0,0,8f,0,3,,,
88867,509,ac,5,f5,1,64,3,,
88868,504,0,1a,1,,,,,
88868,538,0,0,aa,2,aa,2,0f,2
88868,513,0,0,0,0,,,,
88869,500,4,,,,,,,
88869,512,0,0,0,0,,,,
88875,540,7,90,0,0c,b0,0,,
88876,504,0,1a,1,,,,,
88877,548,0f,d0,0,a1,c0,0,,
88877,524,0,0,0,0,5,0,5,9
88880,500,4,,,,,,,
88881,570,17,,,,,,,
88884,544,0a,90,0,8,30,5,,
88884,534,47,8,,,,,,
88885,50c,8b,5,1,,,,,
88887,504,0,1a,1,,,,,
88888,520,0,9,5,5,3,5,5,4
88891,500,4,,,,,,,
88891,513,0,0,0,0,,,,
88895,512,0,0,0,0,,,,
88898,504,0,1a,1,,,,,
88902,500,4,,,,,,,
88902,568,18,,,,,,,
88906,534,48,8,,,,,,
88909,504,0,1a,1,,,,,
88909,56c,18,,,,,,,
88913,500,4,,,,,,,
88914,54c,0c,c0,0,0c,90,0,,
88916,508,0,0,77,0,3,,,
88916,509,ac,5,f4,1,63,3,,
88919,538,0,0,aa,2,aa,2,0e,2
88919,513,0,0,0,0,,,,
88920,504,0,1a,1,,,,,
88921,512,0,0,0,0,,,,
88924,500,4,,,,,,,
88926,52c,0,,,,,,,
88926,540,7,90,0,0c,a0,0,,
88926,534,4b,8,,,,,,
88928,55c,18,,,,,,,
88928,524,0,0,0,0,5,0,5,9
88931,548,0f,d0,0,97,c0,0,,
88931,504,0,1a,1,,,,,
88935,500,4,,,,,,,
88936,544,0a,90,0,8,20,5,,
88936,50c,8d,5,1,,,,,
88937,510,79,5,0,,,,,
88940,520,0,9,5,5,3,5,5,4
88942,504,0,1a,1,,,,,
88942,564,17,,,,,,,
88943,513,0,0,0,0,,,,
88946,554,0,0,0,0,,,,
88946,500,4,,,,,,,
88947,512,0,0,0,0,,,,
88948,534,47,8,,,,,,
88951,528,0,,,,,,,
88953,504,0,1a,1,,,,,
88955,514,0,4,0,,,,,
88957,500,4,,,,,,,
88964,504,0,1a,1,,,,,
88965,54c,0c,c0,0,0c,90,0,,
88968,560,17,,,,,,,
88968,508,0,0,6b,0,3,,,
88969,509,ac,5,f5,1,63,3,,
88969,538,0,0,aa,2,aa,2,0e,2
88969,500,4,,,,,,,
88969,513,0,0,0,0,,,,
88970,534,47,8,,,,,,
88973,512,0,0,0,0,,,,
88975,504,0,1a,1,,,,,
88978,540,7,90,0,0c,b0,0,,
88980,500,4,,,,,,,
88981,548,0f,d0,0,a7,c0,0,,
88981,524,0,0,0,0,5,0,5,9
88986,504,0,1a,1,,,,,
88986,544,0a,90,0,8,30,5,,
88987,50c,87,5,1,,,,,
88990,520,0,9,5,5,3,5,5,4
88990,534,51,8,,,,,,
88990,500,4,,,,,,,
88995,513,0,0,0,0,,,,
88998,504,0,1a,1,,,,,
88999,512,0,0,0,0,,,,
89001,500,4,,,,,,,
89009,504,0,1a,1,,,,,
89012,500,4,,,,,,,
89012,534,47,8,,,,,,
89017,54c,0c,c0,0,0c,90,0,,
89018,508,0,0,6c,0,3,,,
89018,509,ad,5,f4,1,63,3,,
89018,538,0,0,aa,2,aa,2,0f,2
89021,504,0,1a,1,,,,,
89021,513,0,0,0,0,,,,
89023,500,4,,,,,,,
89025,512,0,0,0,0,,,,
89028,52c,0,,,,,,,
89028,540,7,90,0,0c,b0,0,,
89031,504,0,1a,1,,,,,
89032,548,0f,d0,0,93,c0,0,,
89032,524,0,0,0,0,5,0,5,9
89033,534,46,8,,,,,,
89036,500,4,,,,,,,
89037,544,0a,90,0,8,30,5,,
89038,50c,89,5,1,,,,,
89038,510,77,5,0,,,,,
89042,520,0,9,5,5,3,5,5,4
89042,504,0,1a,1,,,,,
89043,564,17,,,,,,,
89045,500,4,,,,,,,
89047,513,0,0,0,0,,,,
89051,512,0,0,0,0,,,,
89053,528,0,,,,,,,
89054,504,0,1a,1,,,,,
